## Sun Mar 12 17:57:32 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_vpez1efu --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_vpez1efu --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_vpez1efu/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
g38.t1	984962.XP_009540330.1	1.61e-206	589.0	KOG0255@1|root,KOG0255@2759|Eukaryota,38CM4@33154|Opisthokonta,3NU52@4751|Fungi,3UYAQ@5204|Basidiomycota,228IZ@155619|Agaricomycetes,3H3RZ@355688|Agaricomycetes incertae sedis	4751|Fungi	S	MFS general substrate transporter	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
g39.t1	984962.XP_009540330.1	7.66e-210	598.0	KOG0255@1|root,KOG0255@2759|Eukaryota,38CM4@33154|Opisthokonta,3NU52@4751|Fungi,3UYAQ@5204|Basidiomycota,228IZ@155619|Agaricomycetes,3H3RZ@355688|Agaricomycetes incertae sedis	4751|Fungi	S	MFS general substrate transporter	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
g40.t1	104355.XP_007860225.1	2.23e-120	361.0	COG0702@1|root,KOG2865@2759|Eukaryota,3A1E7@33154|Opisthokonta,3P2H0@4751|Fungi,3V4VR@5204|Basidiomycota,226VZ@155619|Agaricomycetes,3H125@355688|Agaricomycetes incertae sedis	4751|Fungi	C	NAD(P)H-binding	-	-	1.6.5.3,1.6.99.3	ko:K00329,ko:K00356	ko00190,map00190	-	R11945	RC00061	ko00000,ko00001,ko01000	-	-	-	3Beta_HSD,Epimerase,NAD_binding_10,RmlD_sub_bind
g40.t2	104355.XP_007860225.1	2.59e-123	363.0	COG0702@1|root,KOG2865@2759|Eukaryota,3A1E7@33154|Opisthokonta,3P2H0@4751|Fungi,3V4VR@5204|Basidiomycota,226VZ@155619|Agaricomycetes,3H125@355688|Agaricomycetes incertae sedis	4751|Fungi	C	NAD(P)H-binding	-	-	1.6.5.3,1.6.99.3	ko:K00329,ko:K00356	ko00190,map00190	-	R11945	RC00061	ko00000,ko00001,ko01000	-	-	-	3Beta_HSD,Epimerase,NAD_binding_10,RmlD_sub_bind
g42.t1	104355.XP_007860811.1	1.05e-111	343.0	KOG3869@1|root,KOG3869@2759|Eukaryota,39SK2@33154|Opisthokonta,3NY8V@4751|Fungi,3V0Q9@5204|Basidiomycota,224QP@155619|Agaricomycetes,3H2K0@355688|Agaricomycetes incertae sedis	4751|Fungi	S	N-terminal domain of CBF1 interacting co-repressor CIR	CWC25	GO:0000375,GO:0000377,GO:0000398,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005681,GO:0005684,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0032991,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045292,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1990904	-	-	-	-	-	-	-	-	-	-	CWC25,Cir_N
g42.t2	104355.XP_007860811.1	3.14e-112	343.0	KOG3869@1|root,KOG3869@2759|Eukaryota,39SK2@33154|Opisthokonta,3NY8V@4751|Fungi,3V0Q9@5204|Basidiomycota,224QP@155619|Agaricomycetes,3H2K0@355688|Agaricomycetes incertae sedis	4751|Fungi	S	N-terminal domain of CBF1 interacting co-repressor CIR	CWC25	GO:0000375,GO:0000377,GO:0000398,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005681,GO:0005684,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0032991,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045292,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1990904	-	-	-	-	-	-	-	-	-	-	CWC25,Cir_N
g43.t1	984962.XP_009540997.1	1.08e-93	283.0	2AWNR@1|root,2RZZ8@2759|Eukaryota,3A3AG@33154|Opisthokonta,3P2UX@4751|Fungi,3V0SR@5204|Basidiomycota,224NY@155619|Agaricomycetes,3H4IF@355688|Agaricomycetes incertae sedis	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Ion_trans
g43.t2	984962.XP_009540997.1	2.22e-85	260.0	2AWNR@1|root,2RZZ8@2759|Eukaryota,3A3AG@33154|Opisthokonta,3P2UX@4751|Fungi,3V0SR@5204|Basidiomycota,224NY@155619|Agaricomycetes,3H4IF@355688|Agaricomycetes incertae sedis	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Ion_trans
g44.t1	40483.S8E936	1e-206	583.0	COG1902@1|root,KOG0134@2759|Eukaryota,39RM1@33154|Opisthokonta,3NUUE@4751|Fungi,3UZTD@5204|Basidiomycota,228J5@155619|Agaricomycetes,3H14U@355688|Agaricomycetes incertae sedis	4751|Fungi	C	NADH flavin oxidoreductase	-	-	-	-	-	-	-	-	-	-	-	-	Oxidored_FMN
g45.t1	40483.S8EA53	2.09e-144	416.0	COG3001@1|root,KOG3021@2759|Eukaryota,38F6U@33154|Opisthokonta,3NXP0@4751|Fungi,3V0WI@5204|Basidiomycota,228QS@155619|Agaricomycetes,3H2SG@355688|Agaricomycetes incertae sedis	4751|Fungi	G	Fructosamine kinase PKL CAK FruK	-	-	2.7.1.172	ko:K15523	-	-	-	-	ko00000,ko01000	-	-	-	Fructosamin_kin
g45.t2	40483.S8EA53	3.41e-145	417.0	COG3001@1|root,KOG3021@2759|Eukaryota,38F6U@33154|Opisthokonta,3NXP0@4751|Fungi,3V0WI@5204|Basidiomycota,228QS@155619|Agaricomycetes,3H2SG@355688|Agaricomycetes incertae sedis	4751|Fungi	G	Fructosamine kinase PKL CAK FruK	-	-	2.7.1.172	ko:K15523	-	-	-	-	ko00000,ko01000	-	-	-	Fructosamin_kin
g46.t1	40483.S8EE63	0.0	2239.0	COG0085@1|root,KOG0214@2759|Eukaryota,38F5S@33154|Opisthokonta,3NW78@4751|Fungi,3UYSF@5204|Basidiomycota,228D5@155619|Agaricomycetes,3H0WF@355688|Agaricomycetes incertae sedis	4751|Fungi	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	RPB2	GO:0000228,GO:0000428,GO:0000775,GO:0000785,GO:0000790,GO:0000792,GO:0003674,GO:0003676,GO:0003677,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005665,GO:0005694,GO:0005720,GO:0005721,GO:0005737,GO:0005739,GO:0006139,GO:0006325,GO:0006342,GO:0006351,GO:0006355,GO:0006366,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010494,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016043,GO:0016070,GO:0016458,GO:0016591,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0030880,GO:0031047,GO:0031048,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031618,GO:0031974,GO:0031981,GO:0032774,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0035770,GO:0036464,GO:0040029,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0045814,GO:0045892,GO:0045934,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051276,GO:0055029,GO:0060255,GO:0061695,GO:0065007,GO:0070013,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0098687,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902494,GO:1902679,GO:1903506,GO:1903507,GO:1990234,GO:1990904,GO:2000112,GO:2000113,GO:2001141	2.7.7.6	ko:K03010	ko00230,ko00240,ko01100,ko03020,ko05016,ko05169,map00230,map00240,map01100,map03020,map05016,map05169	M00180	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	RNA_pol_Rpb2_1,RNA_pol_Rpb2_2,RNA_pol_Rpb2_3,RNA_pol_Rpb2_4,RNA_pol_Rpb2_5,RNA_pol_Rpb2_6,RNA_pol_Rpb2_7
g46.t2	40483.S8EE63	0.0	2239.0	COG0085@1|root,KOG0214@2759|Eukaryota,38F5S@33154|Opisthokonta,3NW78@4751|Fungi,3UYSF@5204|Basidiomycota,228D5@155619|Agaricomycetes,3H0WF@355688|Agaricomycetes incertae sedis	4751|Fungi	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	RPB2	GO:0000228,GO:0000428,GO:0000775,GO:0000785,GO:0000790,GO:0000792,GO:0003674,GO:0003676,GO:0003677,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005665,GO:0005694,GO:0005720,GO:0005721,GO:0005737,GO:0005739,GO:0006139,GO:0006325,GO:0006342,GO:0006351,GO:0006355,GO:0006366,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010494,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016043,GO:0016070,GO:0016458,GO:0016591,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0030880,GO:0031047,GO:0031048,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031618,GO:0031974,GO:0031981,GO:0032774,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0035770,GO:0036464,GO:0040029,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0045814,GO:0045892,GO:0045934,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051276,GO:0055029,GO:0060255,GO:0061695,GO:0065007,GO:0070013,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0098687,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902494,GO:1902679,GO:1903506,GO:1903507,GO:1990234,GO:1990904,GO:2000112,GO:2000113,GO:2001141	2.7.7.6	ko:K03010	ko00230,ko00240,ko01100,ko03020,ko05016,ko05169,map00230,map00240,map01100,map03020,map05016,map05169	M00180	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	RNA_pol_Rpb2_1,RNA_pol_Rpb2_2,RNA_pol_Rpb2_3,RNA_pol_Rpb2_4,RNA_pol_Rpb2_5,RNA_pol_Rpb2_6,RNA_pol_Rpb2_7
g47.t1	85982.XP_007323588.1	1.83e-137	400.0	2EFVQ@1|root,2SKZ8@2759|Eukaryota,3AFP1@33154|Opisthokonta,3PC4C@4751|Fungi,3V4GU@5204|Basidiomycota,227TK@155619|Agaricomycetes	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Cullin
g48.t1	40483.S8FTM1	9.69e-278	778.0	KOG2568@1|root,KOG2568@2759|Eukaryota,38HGW@33154|Opisthokonta,3NXD6@4751|Fungi,3UZY8@5204|Basidiomycota,2264G@155619|Agaricomycetes,3H3DX@355688|Agaricomycetes incertae sedis	4751|Fungi	S	Lung seven transmembrane receptor	-	GO:0003674,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0007154,GO:0007165,GO:0007166,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0023052,GO:0031224,GO:0031226,GO:0038023,GO:0044425,GO:0044459,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0065007,GO:0071944	-	-	-	-	-	-	-	-	-	-	Lung_7-TM_R
g48.t2	40483.S8FTM1	1.88e-277	777.0	KOG2568@1|root,KOG2568@2759|Eukaryota,38HGW@33154|Opisthokonta,3NXD6@4751|Fungi,3UZY8@5204|Basidiomycota,2264G@155619|Agaricomycetes,3H3DX@355688|Agaricomycetes incertae sedis	4751|Fungi	S	Lung seven transmembrane receptor	-	GO:0003674,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0007154,GO:0007165,GO:0007166,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0023052,GO:0031224,GO:0031226,GO:0038023,GO:0044425,GO:0044459,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0065007,GO:0071944	-	-	-	-	-	-	-	-	-	-	Lung_7-TM_R
g48.t3	40483.S8FTM1	4.77e-264	741.0	KOG2568@1|root,KOG2568@2759|Eukaryota,38HGW@33154|Opisthokonta,3NXD6@4751|Fungi,3UZY8@5204|Basidiomycota,2264G@155619|Agaricomycetes,3H3DX@355688|Agaricomycetes incertae sedis	4751|Fungi	S	Lung seven transmembrane receptor	-	GO:0003674,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0007154,GO:0007165,GO:0007166,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0023052,GO:0031224,GO:0031226,GO:0038023,GO:0044425,GO:0044459,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0065007,GO:0071944	-	-	-	-	-	-	-	-	-	-	Lung_7-TM_R
g49.t1	40483.S8FJE5	1.12e-289	797.0	COG5391@1|root,KOG2273@2759|Eukaryota,38H15@33154|Opisthokonta,3NWUV@4751|Fungi,3UYM3@5204|Basidiomycota,224VF@155619|Agaricomycetes,3H1PJ@355688|Agaricomycetes incertae sedis	4751|Fungi	U	PhoX homologous domain, present in p47phox and p40phox.	SNX4	GO:0000407,GO:0000422,GO:0003674,GO:0005488,GO:0005543,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005768,GO:0005769,GO:0005773,GO:0005776,GO:0005829,GO:0006605,GO:0006623,GO:0006810,GO:0006886,GO:0006897,GO:0006914,GO:0006996,GO:0007005,GO:0007034,GO:0008104,GO:0008150,GO:0008152,GO:0008289,GO:0009056,GO:0009987,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0016043,GO:0016050,GO:0016192,GO:0016197,GO:0016236,GO:0016237,GO:0016482,GO:0019898,GO:0022411,GO:0031410,GO:0031982,GO:0032258,GO:0032266,GO:0033036,GO:0033365,GO:0034498,GO:0034613,GO:0034727,GO:0035091,GO:0042147,GO:0042886,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044248,GO:0044424,GO:0044425,GO:0044444,GO:0044464,GO:0044804,GO:0045184,GO:0046907,GO:0048193,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0061709,GO:0061726,GO:0061912,GO:0061919,GO:0061951,GO:0070727,GO:0071702,GO:0071705,GO:0071840,GO:0072594,GO:0072657,GO:0072659,GO:0072665,GO:0072666,GO:0090150,GO:0097708,GO:0098657,GO:0098876,GO:0099638,GO:1901981,GO:1903008,GO:1990126,GO:1990778	-	ko:K17919	ko04144,map04144	-	-	-	ko00000,ko00001,ko04131	-	-	-	PX,Vps5
g49.t2	40483.S8FJE5	2.25e-280	773.0	COG5391@1|root,KOG2273@2759|Eukaryota,38H15@33154|Opisthokonta,3NWUV@4751|Fungi,3UYM3@5204|Basidiomycota,224VF@155619|Agaricomycetes,3H1PJ@355688|Agaricomycetes incertae sedis	4751|Fungi	U	PhoX homologous domain, present in p47phox and p40phox.	SNX4	GO:0000407,GO:0000422,GO:0003674,GO:0005488,GO:0005543,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005768,GO:0005769,GO:0005773,GO:0005776,GO:0005829,GO:0006605,GO:0006623,GO:0006810,GO:0006886,GO:0006897,GO:0006914,GO:0006996,GO:0007005,GO:0007034,GO:0008104,GO:0008150,GO:0008152,GO:0008289,GO:0009056,GO:0009987,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0016043,GO:0016050,GO:0016192,GO:0016197,GO:0016236,GO:0016237,GO:0016482,GO:0019898,GO:0022411,GO:0031410,GO:0031982,GO:0032258,GO:0032266,GO:0033036,GO:0033365,GO:0034498,GO:0034613,GO:0034727,GO:0035091,GO:0042147,GO:0042886,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044248,GO:0044424,GO:0044425,GO:0044444,GO:0044464,GO:0044804,GO:0045184,GO:0046907,GO:0048193,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0061709,GO:0061726,GO:0061912,GO:0061919,GO:0061951,GO:0070727,GO:0071702,GO:0071705,GO:0071840,GO:0072594,GO:0072657,GO:0072659,GO:0072665,GO:0072666,GO:0090150,GO:0097708,GO:0098657,GO:0098876,GO:0099638,GO:1901981,GO:1903008,GO:1990126,GO:1990778	-	ko:K17919	ko04144,map04144	-	-	-	ko00000,ko00001,ko04131	-	-	-	PX,Vps5
g49.t3	40483.S8FJE5	2.83e-290	798.0	COG5391@1|root,KOG2273@2759|Eukaryota,38H15@33154|Opisthokonta,3NWUV@4751|Fungi,3UYM3@5204|Basidiomycota,224VF@155619|Agaricomycetes,3H1PJ@355688|Agaricomycetes incertae sedis	4751|Fungi	U	PhoX homologous domain, present in p47phox and p40phox.	SNX4	GO:0000407,GO:0000422,GO:0003674,GO:0005488,GO:0005543,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005768,GO:0005769,GO:0005773,GO:0005776,GO:0005829,GO:0006605,GO:0006623,GO:0006810,GO:0006886,GO:0006897,GO:0006914,GO:0006996,GO:0007005,GO:0007034,GO:0008104,GO:0008150,GO:0008152,GO:0008289,GO:0009056,GO:0009987,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0016043,GO:0016050,GO:0016192,GO:0016197,GO:0016236,GO:0016237,GO:0016482,GO:0019898,GO:0022411,GO:0031410,GO:0031982,GO:0032258,GO:0032266,GO:0033036,GO:0033365,GO:0034498,GO:0034613,GO:0034727,GO:0035091,GO:0042147,GO:0042886,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044248,GO:0044424,GO:0044425,GO:0044444,GO:0044464,GO:0044804,GO:0045184,GO:0046907,GO:0048193,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0061709,GO:0061726,GO:0061912,GO:0061919,GO:0061951,GO:0070727,GO:0071702,GO:0071705,GO:0071840,GO:0072594,GO:0072657,GO:0072659,GO:0072665,GO:0072666,GO:0090150,GO:0097708,GO:0098657,GO:0098876,GO:0099638,GO:1901981,GO:1903008,GO:1990126,GO:1990778	-	ko:K17919	ko04144,map04144	-	-	-	ko00000,ko00001,ko04131	-	-	-	PX,Vps5
g50.t1	202698.XP_007387269.1	1.12e-62	200.0	2DW5U@1|root,2S6PP@2759|Eukaryota,3A7SY@33154|Opisthokonta,3P668@4751|Fungi,3V5TJ@5204|Basidiomycota,22A3T@155619|Agaricomycetes,3H5EK@355688|Agaricomycetes incertae sedis	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Polyketide_cyc2
g54.t1	85982.XP_007313064.1	2.91e-97	290.0	KOG3186@1|root,KOG3186@2759|Eukaryota,39SFK@33154|Opisthokonta,3P318@4751|Fungi,3V29C@5204|Basidiomycota,226IM@155619|Agaricomycetes	4751|Fungi	D	HORMA domain	-	GO:0000002,GO:0000228,GO:0000731,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005657,GO:0005694,GO:0005737,GO:0005739,GO:0006139,GO:0006259,GO:0006281,GO:0006301,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007005,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016035,GO:0016043,GO:0018130,GO:0019438,GO:0019985,GO:0031974,GO:0031981,GO:0032042,GO:0032991,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0042276,GO:0042575,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043504,GO:0043596,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044454,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0061695,GO:0070013,GO:0070987,GO:0071704,GO:0071840,GO:0071897,GO:0090304,GO:1901360,GO:1901362,GO:1901576,GO:1902494,GO:1990234	-	ko:K02537,ko:K13728	ko04110,ko04111,ko04113,ko04114,ko04914,ko05100,ko05131,ko05166,map04110,map04111,map04113,map04114,map04914,map05100,map05131,map05166	M00293	-	-	ko00000,ko00001,ko00002,ko03036	-	-	-	HORMA
g55.t1	40483.S8EA58	1.61e-208	627.0	28PD6@1|root,2QW0K@2759|Eukaryota,38C4V@33154|Opisthokonta,3NWSV@4751|Fungi,3V3QT@5204|Basidiomycota,225DD@155619|Agaricomycetes,3H4FU@355688|Agaricomycetes incertae sedis	4751|Fungi	K	Fungal specific transcription factor domain	-	GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006323,GO:0006325,GO:0006333,GO:0006338,GO:0006355,GO:0006357,GO:0006808,GO:0006996,GO:0008150,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0016043,GO:0016584,GO:0019219,GO:0019222,GO:0022607,GO:0031323,GO:0031326,GO:0031497,GO:0034728,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0043933,GO:0044085,GO:0044212,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0051276,GO:0060255,GO:0065007,GO:0071103,GO:0071824,GO:0071840,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	Fungal_trans,Zn_clus
g56.t1	202698.XP_007378900.1	5.27e-293	821.0	COG0661@1|root,KOG1236@2759|Eukaryota,38CUG@33154|Opisthokonta,3NWUB@4751|Fungi,3UYRK@5204|Basidiomycota,225F2@155619|Agaricomycetes,3H2T9@355688|Agaricomycetes incertae sedis	4751|Fungi	S	ABC1-domain-containing protein	-	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464	-	ko:K08869	-	-	-	-	ko00000,ko01001	-	-	-	ABC1
g58.t1	40483.S8EE58	5.53e-210	652.0	COG5597@1|root,KOG1950@2759|Eukaryota,38HKS@33154|Opisthokonta,3NX5G@4751|Fungi,3V0N2@5204|Basidiomycota,227EI@155619|Agaricomycetes,3H1AU@355688|Agaricomycetes incertae sedis	4751|Fungi	G	Glycosyl transferase family 8	GLG2	GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0005976,GO:0005977,GO:0005978,GO:0006073,GO:0006091,GO:0006112,GO:0008150,GO:0008152,GO:0008194,GO:0008466,GO:0009058,GO:0009059,GO:0009250,GO:0009987,GO:0015980,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0033692,GO:0034637,GO:0034645,GO:0035251,GO:0043170,GO:0044042,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044424,GO:0044464,GO:0046527,GO:0055114,GO:0071704,GO:1901576	2.4.1.186	ko:K00750	ko00500,ko01100,map00500,map01100	-	R00292,R03681	RC00005,RC00171	ko00000,ko00001,ko01000,ko01003	-	GT8	-	Glyco_transf_8
g62.t1	984962.XP_009553391.1	2.61e-133	399.0	COG0654@1|root,KOG2614@2759|Eukaryota,39R6R@33154|Opisthokonta,3NY33@4751|Fungi,3V16P@5204|Basidiomycota,228CV@155619|Agaricomycetes,3H1SG@355688|Agaricomycetes incertae sedis	4751|Fungi	C	FAD NAD-P-binding domain-containing protein	-	GO:0003674,GO:0003824,GO:0004497,GO:0006066,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016491,GO:0017144,GO:0018130,GO:0019748,GO:0019751,GO:0030638,GO:0030639,GO:0034311,GO:0034312,GO:0035690,GO:0042180,GO:0042181,GO:0042221,GO:0042493,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044550,GO:0046165,GO:0046173,GO:0046483,GO:0050896,GO:0051716,GO:0055114,GO:0070887,GO:0071704,GO:1900552,GO:1900554,GO:1901360,GO:1901362,GO:1901576,GO:1901615,GO:1901617,GO:1902644,GO:1902645,GO:1902652,GO:1902653	1.14.13.1	ko:K00480	ko00621,ko00624,ko00626,ko01100,ko01120,ko01220,map00621,map00624,map00626,map01100,map01120,map01220	-	R00818,R05632,R06915,R06936,R06939	RC00389	ko00000,ko00001,ko01000	-	-	-	FAD_binding_3,NAD_binding_8
g63.t1	984962.XP_009542234.1	5.16e-63	207.0	COG0384@1|root,KOG3033@2759|Eukaryota,39RJ0@33154|Opisthokonta,3P5DT@4751|Fungi,3V5QY@5204|Basidiomycota,22DW8@155619|Agaricomycetes,3H86F@355688|Agaricomycetes incertae sedis	4751|Fungi	S	Phenazine biosynthesis-like protein	-	-	-	-	-	-	-	-	-	-	-	-	PhzC-PhzF
g65.t1	202698.XP_007387269.1	8.77e-57	185.0	2DW5U@1|root,2S6PP@2759|Eukaryota,3A7SY@33154|Opisthokonta,3P668@4751|Fungi,3V5TJ@5204|Basidiomycota,22A3T@155619|Agaricomycetes,3H5EK@355688|Agaricomycetes incertae sedis	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Polyketide_cyc2
